Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-03-21,447,449.8,443.8,449,14364
2019-03-22,453.2,453.6,442.2,442.2,24463
2019-03-25,440,444.8,435,438,14323
2019-03-26,438,441.6,434.6,438,15336
2019-03-27,438,438,429,432,16046
2019-03-28,430.2,435.2,428.6,428.6,6523
2019-03-29,432,432,425.2,425.2,19587
2019-04-01,433.8,434.8,426.6,428,10222
2019-04-02,427,435,427,427.6,14420
2019-04-03,429,436,429,436,9324
2019-04-04,428.2,439.2,428.2,438,11853
2019-04-05,436.8,439,427,430,52533
2019-04-08,430,431.6,427.8,431,7722
2019-04-09,435,441,427.4,433,9037
2019-04-10,434.4,444.6,434.4,444,15075
2019-04-11,444,444.4,437.4,439.8,7790
2019-04-12,440,440.6,434.8,435,6441
2019-04-15,435,443,435,443,9138
2019-04-16,443,450,440.6,445,7010
2019-04-17,445,455,438.8,441,18527
2019-04-18,440.8,444.8,436.8,442,3855
2019-04-23,444.8,444.8,442,443,22873
2019-04-24,443,443,439.2,442.2,24977
2019-04-25,443,443,430.2,433.2,12871
2019-04-26,437,444.4,434.2,442.2,19670
2019-04-29,445,450.4,444.6,448.6,19713
2019-04-30,450,450,435.6,443,14952
2019-05-02,437.8,450.4,437.8,443.6,10544
2019-05-06,434.8,447.8,434.2,446.4,12969
2019-05-07,448.6,448.6,428,428,16390
2019-05-08,428,433.6,414,415.4,17596
2019-05-09,415.6,419.2,408,410,12000
2019-05-10,410,420.8,407.4,407.4,13319
2019-05-13,407.4,408.4,390.8,394.2,13346
2019-05-14,400.2,402.4,389.2,389.6,19615
2019-05-15,389.6,394,383.6,392,13738
2019-05-16,396.6,396.6,380.6,383.6,15303
2019-05-17,384,387.4,376,385.4,15618
2019-05-20,385.8,386.4,374,382.8,11269
2019-05-21,385,395,379,394,25346
2019-05-22,393.4,407.4,387,405.8,18002
2019-05-23,406,406,382.4,385,15119
2019-05-24,386.2,390.4,380.8,390.4,16003
2019-05-27,388.8,396,383.8,394.6,5768
2019-05-28,393.2,402.4,388.2,399.8,61008
2019-05-29,389,398.8,386,398.6,15460
2019-05-30,398,409,395.8,405.6,10816
2019-05-31,397.4,408.6,396,402.6,16251
2019-06-03,409,409,395.6,401,9841
2019-06-04,404.2,407.8,397.8,400.6,8518
2019-06-05,398,405.6,392,403,11827
2019-06-06,406,423.8,400,420.6,21242
2019-06-07,420,429,417.4,426.6,7377
2019-06-10,424.8,428.8,418.2,423.4,10994
2019-06-11,430,430,415,424.2,10113
2019-06-12,425.4,429.4,415.8,428,17343
2019-06-13,429.8,440,429,436.4,25446
2019-06-14,434.6,440,429.8,432.2,13423
2019-06-17,429,429.6,416,420,14246
2019-06-18,422.2,425.4,418.4,425,14443
2019-06-19,421.6,428,420,425.8,9716
2019-06-21,432.2,439,421,425.4,62783
2019-06-24,424.4,435,423.6,429.2,8003
2019-06-25,430.4,431.6,418.2,424.4,8874
2019-06-26,425,428.8,422.2,425.4,14542
2019-06-27,425.2,435,425.2,435,15083
2019-06-28,430,434.2,430,430,12477
2019-07-01,435,435,424,426,9460
2019-07-02,431,432,421.2,429,12230
2019-07-03,420,429.8,419,426.4,11584
2019-07-04,423,426,414.6,417,12960
2019-07-05,417,417,408,411.4,12874
2019-07-08,408,411.8,407,410,12250
2019-07-09,410,410,407,409.4,10007
2019-07-10,407.6,410.4,406.6,406.6,20508
2019-07-11,407,407,400.6,404,19967
2019-07-12,400,403.6,395,401,11050
2019-07-15,402,405,398,401,43807
2019-07-16,405,405,397.6,398.6,22235
2019-07-17,398.6,398.6,391.4,393.4,20997
2019-07-18,389,391.2,377.2,378.6,62102
2019-07-19,381.6,382.2,376,380,35393
2019-07-22,384,384,372.4,377,18840
2019-07-23,378,379.2,373.8,375.8,32967
2019-07-24,377.8,377.8,372.8,374,18644
2019-07-25,376,379.6,364.4,365.6,39465
2019-07-26,366,370.4,357.8,364.2,40419
2019-07-29,368,368,360.4,362.4,10488
2019-07-30,362.4,363.2,359,362,9956
2019-07-31,359.2,359.4,349,349.4,29978
2019-08-01,353,354,345,349,16961
2019-08-02,345.6,345.6,338,338.6,12794
2019-08-05,336,340.6,323.2,323.4,28635
2019-08-06,327.4,328,311.6,324.6,44217
2019-08-07,324.6,333,322.4,330,35819
2019-08-08,330.2,335,322.6,324.6,20283
2019-08-09,325.6,325.6,315.6,318.8,16499
2019-08-12,317.4,318.8,309.8,312,8809
2019-08-13,310.2,326,306.2,323,26831
2019-08-14,323,333,310,310,58917
2019-08-16,314,314,300.8,303.2,27068
2019-08-19,305,319,305,317,26289
2019-08-20,315.6,334.8,312,329.2,28020
2019-08-21,328.2,337.8,323.4,325.4,34189
2019-08-22,327.2,332.2,321.2,330,21446
2019-08-23,338.6,338.6,324.6,325.6,18632
2019-08-26,320,329.2,320,328.2,12345
2019-08-27,322.2,335.4,321.6,329.4,58288
2019-08-28,329,333.2,306,311,57743
2019-08-29,311,324,310.4,318.2,55828
2019-08-30,315,325,315,322.6,22024
2019-09-02,324.2,325.4,321.4,325.2,3879
2019-09-03,322,327.6,320.2,322,25434
2019-09-04,318,322,313,315.8,20674
2019-09-05,318,320.2,308.2,318,12396
2019-09-06,313,317,310,310.6,14547
2019-09-09,315.8,326.8,312,326,10484
2019-09-10,328.4,328.4,322,324.6,12218
2019-09-11,325,329,318.2,321.2,11573
2019-09-12,324,334,320.6,330.8,27503
2019-09-13,330,340.2,322.8,327.6,25182
2019-09-16,327.6,331.8,325.8,329,22611
2019-09-17,326,329,320.6,327,15756
2019-09-18,328.8,328.8,318.8,321.4,13214
2019-09-19,318.4,323.6,318.4,319,8309
2019-09-20,316.4,321.8,306,316.8,76148
2019-09-23,316.8,330.8,309.6,328,29531
2019-09-24,330,348,328.2,343,93662
2019-09-25,345.8,346.8,335.6,340.4,53976
2019-09-26,342.4,348,337,340,41904
2019-09-27,340,371,331.8,363,58854
2019-09-30,363,365,341.6,347.6,26427
2019-10-01,350,350,336.6,345,28159
2019-10-02,345,345.8,338.4,341.6,26130
2019-10-03,341.6,368.8,323.2,348.6,76924
2019-10-04,348.4,351,342,346.8,33172
2019-10-07,348.6,351,338.4,344,19090
2019-10-08,341.6,351.8,337.6,351.8,35001
2019-10-09,352,357,351,352,19537
2019-10-10,349.6,359.2,345.2,355.6,24306
2019-10-11,355,367.2,352,364,24291
2019-10-14,358,372,356.2,364.2,38051
2019-10-15,367,379,365.6,376.8,27003
2019-10-16,376.8,388.6,369.2,386.8,30413
2019-10-17,388.2,395,382,385,66200
2019-10-18,385,385,373.8,378.2,32017
2019-10-21,378.8,385,372.6,375,23323
2019-10-22,378,382,373,380.4,24620
2019-10-23,382.8,382.8,376.6,380.2,32679
2019-10-24,382,382,373.6,376.8,27312
2019-10-25,373.8,378.6,367.4,367.6,15058
2019-10-28,369.8,378.8,365,378.4,18023
2019-10-29,380,380,369.8,370.2,18944
2019-10-30,373,379.4,370,378.8,15680
2019-10-31,384.2,384.8,380,381.8,36255
2019-11-04,385,398.4,385,394.4,41228
2019-11-05,394.4,399,390.4,399,36216
2019-11-06,398.8,398.8,392.2,392.4,30098
2019-11-07,395.4,397.2,388.4,390.8,37989
2019-11-08,390.8,390.8,381.4,382.8,20738
2019-11-12,380.2,393.6,378,386.6,31207
2019-11-13,394,394,385.2,387.6,17792
2019-11-14,393.6,395,381.2,382.8,20065
2019-11-15,381.8,388.4,380,388.4,11060
2019-11-18,389,390.4,385.8,390.2,15406
2019-11-19,389,392.6,379.8,381.4,11682
2019-11-20,381,387,381,387,11972
2019-11-21,379,387.4,379,384.4,23669
2019-11-22,380,390,380,389.2,15900
2019-11-25,390,390,385.6,388,11078
2019-11-26,383.8,388.2,378.6,381.2,57348
2019-11-27,380,385,371.4,374.4,14309
2019-11-28,372.2,379,370.2,373.8,9584
2019-11-29,368,376.4,367,372.2,11171
2019-12-02,379.4,379.4,359.8,362,14088
2019-12-03,361,369.4,357.4,358,10369
2019-12-04,355.4,368.4,355.4,358.2,14983
2019-12-05,358.2,362.4,352.6,354.8,16811
2019-12-06,357.6,364.4,353.2,353.4,12644
2019-12-09,351,358.6,347.2,355,11470
2019-12-10,361.4,368,353.6,367.8,8209
2019-12-11,365.6,371,359.8,360,8636
2019-12-12,358.4,371.6,358.4,371,15483
2019-12-13,375,381.8,372,380.8,14670
2019-12-16,383,384.8,363.6,367.4,13670
2019-12-17,373.8,374.2,364.4,368.2,20976
2019-12-18,369.6,371.8,363.2,371.8,17778
2019-12-19,371.8,376,370.6,376,13748
2019-12-20,368.6,379.8,366,374.2,57404
2019-12-23,373,389.8,373,389.8,23130
2019-12-27,390,392,384,388.2,8411
2019-12-30,387.2,392,387.2,389.4,21330
2020-01-02,385,397.8,385,394.4,12711
2020-01-03,385,396.4,385,396.4,17102
2020-01-07,396,398.2,389,392,13167
2020-01-08,393.4,394,387,392.4,8732
2020-01-09,397.6,404.8,395.8,400,23232
2020-01-10,402,405,382.4,383.6,14948
2020-01-13,383,385.8,375,377.6,16327
2020-01-14,376,386.8,369.2,385,22238
2020-01-15,385,393.6,382.2,390.4,15927
2020-01-16,390.4,390.4,377.6,389.4,12355
2020-01-17,382.2,392,382.2,384.8,11860
2020-01-20,378.6,386.6,378.6,382.8,4834
2020-01-21,380,389.8,375,387.2,7126
2020-01-22,389.8,389.8,376,380.6,15420
2020-01-23,383.4,383.4,376.2,378.4,8430
2020-01-24,378.4,385.8,372.2,379,8000
2020-01-27,361.4,375.6,361.4,362.4,10792
2020-01-28,366,367,357,359.8,12261
2020-01-29,359,364.6,357.6,363.8,11591
2020-01-30,364.6,369,359.2,368.8,17365
2020-01-31,369.4,371.2,364.2,371.2,36357
2020-02-03,372,372.2,364.4,370.6,21738
2020-02-04,370.8,375,363.8,370,36280
2020-02-05,364,385.8,364,381.4,14113
2020-02-06,387.2,399,384.6,389.6,19690
2020-02-07,390,394.8,383.6,390.4,11841
2020-02-10,390,393.8,385,392,11516
2020-02-11,394,397,387.8,394.6,5652
2020-02-12,389.2,389.6,371.2,374.2,32622
2020-02-13,375.6,379,370,377.4,8235
2020-02-14,380,380,371.2,372.8,8992
2020-02-17,375.6,377,371.8,374,3049
2020-02-18,371,374,364.2,365,12006
2020-02-19,365,367.2,355.6,363.8,11982
2020-02-20,370,373.8,364.2,370.2,7869
2020-02-21,370.2,376,369.6,374.8,10572
2020-02-24,367.4,374,359.6,363.4,9309
2020-02-25,370.6,370.6,335,337.8,21729
2020-02-26,344.6,345,333.4,333.4,17986
2020-02-27,326.8,336.8,321.2,324.2,16489
2020-02-28,321,326.8,298,298,42576
2020-03-02,304,307,288.2,296.8,40944
2020-03-03,305,335.4,298.2,330.4,25817
2020-03-04,331,331,314,317.2,29914
2020-03-05,325,325,306,309.2,13766
2020-03-06,300.6,305,295,301.8,21850
2020-03-09,296.6,296.6,263.6,263.6,28741
2020-03-10,263.6,268.8,241.4,243.8,30397
2020-03-11,255.6,255.6,225,229.6,41848
2020-03-12,213,217.6,192.1,192.1,38145
2020-03-13,208,212.8,186.5,208.4,78690
2020-03-16,210,218.8,188,198.2,56682
2020-03-17,208.4,241.6,200,233.4,52285
2020-03-18,238,242.4,220.2,242,29780
2020-03-19,244.8,261.2,230.2,241.4,45853
2020-03-20,255,259,242,248.4,78195
2020-03-23,248.4,248.4,224,224,42703
2020-03-24,237,237,216.8,225,53732
2020-03-25,233,233.2,212,219.4,31776
2020-03-26,219.4,230.2,219,225.6,18338
2020-03-27,231,231,216.6,222,40281
2020-03-30,225,226.6,216,224.4,24145
2020-03-31,221,229.4,220,221.8,27771
2020-04-01,218.6,220.4,212.2,212.4,43986
2020-04-02,214.2,214.2,206.2,213.6,36009
2020-04-03,209.4,217.6,203.4,217.6,36541
2020-04-06,222,228.8,217.6,228,31769
2020-04-07,230,239.8,228.4,229.6,35572
2020-04-08,231,234.6,218,224.4,32026
2020-04-09,224,230,223.4,229,47953
2020-04-14,233.6,236.2,232,235,37159
2020-04-15,242.4,242.6,223,223,30179
2020-04-16,227.4,229,218.2,222.4,45835
2020-04-17,228,228,217,217.8,20256
2020-04-20,220,222,209,217.6,38211
2020-04-21,218,218,208,208,21081
2020-04-22,210.2,220.8,208.2,216.2,22125
2020-04-23,219,220.6,216.2,219,19397
2020-04-24,219.8,219.8,212,212,11822
2020-04-27,216.2,217,202.2,202.4,23386
2020-04-28,202.2,209,197.1,201.4,48096
2020-04-29,201.4,216.4,201.4,214.4,35501
2020-04-30,217,221,214,219,51921
2020-05-04,220,220,204.4,204.4,27037
2020-05-05,207.4,208,198,198,31713
2020-05-06,200,200.2,190.5,190.5,44962
2020-05-07,196,197.5,188.2,188.2,20337
2020-05-08,192,192.5,188.3,188.3,14338
2020-05-11,191,191.5,181,184.5,25796
2020-05-12,185,187.4,181,184.6,31154
2020-05-13,184.6,194.8,184.6,190.3,33725
2020-05-14,189.5,190.6,180,183.6,21083
2020-05-15,186.1,188.6,182.3,182.3,24955
2020-05-18,183.6,187.9,181.5,185.9,24307
2020-05-19,189.6,189.6,183.4,186.8,18452
2020-05-20,187,189,184.3,187.2,18841
2020-05-21,187.2,188,185,185,14379
2020-05-22,185,187.2,181.8,183.9,22785
2020-05-25,186.2,187.6,183.2,184,21075
2020-05-26,186,187.1,185.5,186,123863
2020-05-27,188.6,214.2,187.4,207.8,213310
2020-05-28,213,226.4,204.4,212,144937
2020-05-29,210,215.4,201.8,215.4,138660
2020-06-01,218,224.4,210.4,213.6,41165
2020-06-02,215,216.8,211.2,215.6,29882
2020-06-03,218,223.8,216.8,221.8,46418
2020-06-04,223,226.4,216.4,226.2,59775
2020-06-05,227,248,227,247.6,85919
2020-06-08,251.6,267.8,250,257.6,115155
2020-06-09,262.4,267.4,238,254.8,81032
2020-06-10,252,257,246,251.4,40492
2020-06-12,233,247.8,225,240,52122
2020-06-15,238.2,239,231.2,237.2,39732
2020-06-16,246,249.2,240,244.2,38902
2020-06-17,244.2,247.6,240.8,242.2,29940
2020-06-18,244.6,246.8,236.6,244.8,26854
2020-06-19,245.2,246.8,240.8,242.4,58757
2020-06-22,244.6,244.6,235.6,236.4,23641
2020-06-23,242,245.2,236.6,244.6,27446
2020-06-24,245,245,237.6,241.2,14326
2020-06-25,241,243.6,236.4,240.8,23871
2020-06-26,241.6,244.4,237,237.6,20064
2020-06-29,236,241.2,233.4,238.4,25211
2020-06-30,239,239.2,229,230,32873
2020-07-01,229.4,235.8,225,234.4,24308
2020-07-02,238,243,233.6,233.6,41584
2020-07-03,236,236.4,230,236.4,11268
2020-07-06,239,242,235.2,238.2,15732
2020-07-07,238,238,230.8,234,25530
2020-07-08,231.6,234,226.2,229.2,40771
2020-07-09,229.2,233,226.6,228.2,27042
2020-07-10,226,229.2,222.4,229.2,20472
2020-07-13,230.8,234,225,230,32931
2020-07-14,228,229.4,222.4,224.4,25613
2020-07-15,224.4,225.2,221,223,32807
2020-07-16,223,223,212,216,32797
2020-07-17,215,216.6,210.2,212.6,23232
2020-07-20,211,214.8,206.4,209.8,47649
2020-07-21,214,225.6,211,217,66257
2020-07-22,218,222,215,215,30386
2020-07-23,218,218.8,207.6,209,28451
2020-07-24,207,209.2,203.8,206,21045
2020-07-27,205.4,207,198.2,199.6,43257
2020-07-28,201,202.6,195.8,200,43044
2020-07-29,202,202,195.5,196.2,15775
2020-07-30,200,200,188,190.4,35366
2020-07-31,192,194.2,184,187.4,45699
2020-08-03,189.7,193.2,180.8,192,43617
2020-08-04,193.3,197.5,187.1,190.3,47435
2020-08-05,192.3,195.6,188,192.8,37297
2020-08-06,192.6,194.6,184.1,186,35799
2020-08-07,186.7,189.4,183.5,188,26969
2020-08-10,188.4,192,186.5,192,15703
2020-08-11,192,205.2,190.9,204.8,59277
2020-08-12,204.8,210.4,198.5,201,42029
2020-08-13,200,209,199,208.6,35613
2020-08-14,208.6,208.6,200.2,207.6,22324
2020-08-17,208,208,200.8,201.6,17214
2020-08-18,201.6,204.8,199,200.8,24307
2020-08-19,200.8,202,197,199.7,9566
2020-08-20,196,196.9,192.5,194.5,26143
2020-08-21,194.6,195,189.2,192.3,23296
2020-08-24,192.3,193.4,188.3,192.3,40908
2020-08-25,192.5,196,189,189.6,26239
2020-08-26,189,193.1,186.7,192,34971
2020-08-27,190.6,190.8,186.6,190,28634
2020-08-28,188.4,189.9,185,185.2,50562
2020-08-31,188.5,190.3,184.7,188.1,65632
2020-09-01,187,187.7,179,181.1,78160
2020-09-02,183,186.4,180.3,182.5,34163
2020-09-03,183,188.4,182,183.5,26595
2020-09-04,183,184.3,177.8,181,38393
2020-09-07,181,181.9,177.1,179.3,18855
2020-09-08,178,180,167.9,169.1,65421
2020-09-09,169.1,181.2,169.1,180,50121
2020-09-10,180.9,185,178.3,183.6,69481
2020-09-11,185,187.8,182,186.7,36810
2020-09-14,188,188,182.9,184,29380
2020-09-15,181,187,179.2,183.7,27140
2020-09-16,183.4,186.1,180.2,181.1,21490
2020-09-17,179.7,181.7,175,181.2,37755
2020-09-18,180,182.6,175.2,182.6,258612
2020-09-21,178.3,178.9,174.1,176.8,28833
2020-09-22,178,183.6,173.9,177,33951
2020-09-23,180.5,181.1,173.8,173.8,24427
2020-09-24,171,174.3,169.2,173.5,42813
2020-09-25,173.5,173.5,163.4,163.9,62186
2020-09-28,165.7,176.7,164.3,175.3,41253
2020-09-29,175.3,175.3,168,168.5,28035
2020-09-30,166.5,169.3,165.1,166.4,42200
2020-10-01,169.3,173.9,166.6,173.1,38022
2020-10-02,169.6,171.5,166.4,169.1,22065
2020-10-05,169.3,175.1,169.3,172.6,26601
2020-10-06,172.8,179.5,172.8,176.4,40864
2020-10-07,177,177.6,170.1,175,41925
2020-10-08,175,177.8,170.6,172.6,41128
2020-10-09,174.9,174.9,167.7,169,25808
2020-10-12,169.3,172.8,166.1,168,28180
2020-10-13,168,168,158,158.5,108591
2020-10-14,159.8,160.5,150,156.1,187630
2020-10-15,155,155.1,149.2,151.5,74298
2020-10-16,152,156.2,146,148.4,64540
2020-10-19,149.8,153.7,147.6,149.7,45509
2020-10-20,150,159.9,147.6,153.2,94931
2020-10-21,153.4,155.8,146.7,146.7,75640
2020-10-22,146.6,153.7,145.2,148.5,104566
2020-10-23,148,155.5,148,148.3,90434
2020-10-26,147.1,152.6,147.1,151.2,44859
2020-10-27,151.9,154,140,140,105191
2020-10-28,140,140.4,126,126.1,117623
2020-10-29,127.2,129.7,118,120,102563
2020-10-30,120,121,113.5,115.5,80024
2020-11-02,117,120.8,115,116.6,76472
2020-11-03,120,135,118.4,132,126807
2020-11-04,131,134.9,122.2,125.5,133976
2020-11-05,127.5,130.7,125,125.1,113981
2020-11-06,125.6,126.6,119.7,123.7,92773
2020-11-09,121.5,153.5,119.9,153.5,182102
2020-11-10,158.7,174.5,142.9,169,265568
2020-11-12,169,173,161.4,169.2,143028
2020-11-13,169,169,160.5,160.7,63164
2020-11-16,162.1,172,162.1,170.5,87455
2020-11-17,171,171,164.2,170,85888
2020-11-18,169.4,170.7,165.7,166.8,81211
2020-11-19,166.2,168.4,162.2,167,75910
2020-11-20,167.2,168.8,162.4,162.6,94714
2020-11-23,163.6,171,163.6,167.9,78871
2020-11-24,169,173,165,169.6,93956
2020-11-25,171.7,172,167.7,168.8,85221
2020-11-26,168.1,169.1,163.8,166.2,64720
2020-11-27,165,165,157,157,154470
2020-11-30,155.5,156.9,147.7,151.4,1612472
2020-12-01,152.8,159,152.8,154,67534
2020-12-02,155.2,156.3,151.6,154.6,67119
2020-12-03,154.6,158.4,154,156.3,93437
2020-12-04,156.6,169.5,154.6,169.5,105764
2020-12-07,171,179.8,169.9,175.6,123140
2020-12-08,175,178.9,172,176,82365
2020-12-09,177.6,197.5,176.2,188.6,214064
2020-12-10,191.2,191.7,183,183.5,93128
2020-12-11,185,187,176.1,179.3,117390
2020-12-14,181.9,185.3,176,176.8,53952
2020-12-15,174,179.9,173,176.7,52948
2020-12-16,179.8,184.5,176.7,182,65420
2020-12-17,183.5,185.6,173.7,177.6,99644
2020-12-18,177.5,183.3,175,179.7,80235
2020-12-21,175.1,176.5,162.6,172,84793
2020-12-22,172,177.6,171.4,171.9,46229
2020-12-23,173.4,177.9,173.4,177.9,52439
2020-12-28,180,186.7,180,186.6,76311
2020-12-29,188.2,189.9,185,188.9,61338
2020-12-30,188.8,188.8,178.7,179.2,83429
2021-01-04,180,189.5,179.8,186.6,97286
2021-01-05,186.6,189.4,182,186,50861
2021-01-07,190,199,187.4,199,119204
2021-01-08,200,217.6,200,212,140359
2021-01-11,214,228.6,212.2,218.6,126596
2021-01-12,218.6,225.6,205.6,209.8,115387
2021-01-13,210.8,210.8,202,203.2,78085
2021-01-14,205,213.6,204,211.4,72720
2021-01-15,211.4,217,203.4,204.6,78961
2021-01-18,205,211.4,205,210.4,112124
2021-01-19,210.6,215,208.2,211.6,70863
2021-01-20,208,213.8,206.4,210.2,82321
2021-01-21,210,211.2,203.2,208.4,45881
2021-01-22,206.4,209,203.2,207.8,32613
2021-01-25,207,207,198.1,201,68336
2021-01-26,200.2,206,194.2,203.8,85250
2021-01-27,202.2,205.4,189.1,191.7,69094
2021-01-28,191,196.5,183.3,193.8,108707
2021-01-29,194,201.8,193.5,195.6,102892
2021-02-01,199.2,199.2,193.7,195.6,51383
2021-02-02,196,199.8,194,198.8,75351
2021-02-03,200,202.4,195.6,198.2,59645
2021-02-04,195.8,198.6,192.6,195,20817
2021-02-05,195,202.6,193.7,194.9,79534
2021-02-08,195.2,199,193.4,195.4,56871
2021-02-09,197,197,191,193.1,46749
2021-02-10,193.2,194.9,185.5,188,57270
2021-02-11,188,190,184,189.6,54412
2021-02-12,189.2,189.6,184.4,186,43018
2021-02-15,187.7,199.7,186.7,199.7,59645
2021-02-16,198.6,224.4,198.1,223.2,247095
2021-02-17,223.2,233,212.8,225.2,167919
2021-02-18,225.4,231.4,220.4,223,59814
2021-02-19,220.2,222.6,214.4,220,93744
2021-02-22,219.6,220,214.4,218.4,38570
2021-02-23,214.4,220,212,216.6,59230
2021-02-24,214.2,226.2,214.2,223.6,79632
2021-02-25,225,227.2,220,224.8,63593
2021-02-26,219.6,224,215,221.6,58260
2021-03-01,222.4,234.4,221.6,234.4,115097
2021-03-02,234,240.2,229.6,236,41877
2021-03-03,234.8,242,233.2,237.2,80730
2021-03-04,234.6,240,230,238.2,47432
2021-03-05,235,239.6,233.8,238,50403
2021-03-08,237,240.8,234.2,239.4,63708
2021-03-09,237.6,244,237.2,243,75567
2021-03-10,243,246.4,236.6,238.2,33253
2021-03-11,238,240.8,227.8,230.6,42401
2021-03-12,231,237.4,229.6,235,32652
2021-03-15,235,238,232.6,235,38909
2021-03-16,234.8,234.8,224.6,225.8,49797
2021-03-17,225.6,228,217.2,227.8,56588
2021-03-18,227.2,231.6,223.8,224.8,20967
2021-03-19,223.8,226.4,220.4,226.4,29146
2021-03-22,225,228,219.6,221,19873
2021-03-23,220,233.2,218.4,231,42239
2021-03-24,222,228,217.4,220,33410
2021-03-25,218.2,219.8,210.6,214.4,42402
2021-03-26,214.4,216.4,210,212,49833
2021-03-29,214.8,219.8,213.6,218.2,24065
2021-03-30,219,224,219,222.2,20736
2021-03-31,220.4,221.6,212.6,214.4,28265
2021-04-01,215,216,211.2,212,26922
2021-04-06,216.6,219,214.6,218.4,53109
2021-04-07,219,222.8,216,217.6,24293
2021-04-08,220.8,220.8,213.6,218.2,25054
2021-04-09,218.6,221,215,216,51137
2021-04-12,218,218,211.2,211.4,32618
2021-04-13,211.4,213.2,208.6,209,25380
2021-04-14,210,210.4,206.4,210,33579
2021-04-15,210,211.8,206.6,207,28421
2021-04-16,207.2,210.2,206.4,208.2,20396
2021-04-19,209,214,209,211.6,22362
2021-04-20,211.4,214.2,208.2,211,37904
2021-04-21,210.2,213.2,205.2,205.2,30215
2021-04-22,205.2,210.6,205.2,208.8,20878
2021-04-23,208.8,212,207.6,212,13656
2021-04-26,212,219.2,208.8,219.2,28328
2021-04-27,219.2,219.4,213.2,214.4,14253
2021-04-28,214.4,220,214.4,220,34977
2021-04-29,227.2,238,216,232,123815
2021-04-30,234,237.2,228.6,235,44373
2021-05-04,235,243.2,230,233.6,34689
2021-05-05,233.6,242,233.2,241,49797
2021-05-06,241.2,254.6,241,246,97374
2021-05-07,246.2,256,246.2,253,102450
2021-05-10,253,280,252.8,266.8,114062
2021-05-11,264.6,274.6,260.6,269.6,71545
2021-05-12,271.8,289.2,271,287,77373
2021-05-13,282.8,283,270,273,67585
2021-05-14,273.6,277.6,268.8,276,36603
2021-05-17,278.8,282.6,276,277,14085
